# n m
 346 60
# job ptime rdate deadline
 1 11 2036 2095
 2 8 1944 2003
 3 42 2244 2311
 4 27 2047 2828
 5 10 2101 2160
 6 78 2037 2211
 7 51 2505 3312
 8 40 3283 3342
 9 86 2516 2575
 10 45 2387 2446
 11 44 2088 2147
 12 65 2869 2928
 13 31 2169 2228
 14 111 1871 2728
 15 72 3020 3079
 16 79 3168 3227
 17 102 2210 2269
 18 37 2312 2371
 19 118 2148 3039
 20 113 1796 1968
 21 62 2022 3029
 22 22 3198 3257
 23 66 2209 2268
 24 31 3113 3172
 25 87 2062 2121
 26 39 2719 2778
 27 133 2130 2463
 28 22 2612 2671
 29 81 1956 2015
 30 37 2132 2191
 31 36 3465 3524
 32 21 3393 3452
 33 60 1928 1987
 34 74 2407 2466
 35 24 3242 3301
 36 82 2670 2729
 37 17 3258 3317
 38 83 2289 2348
 39 101 2148 2742
 40 79 2199 2258
 41 117 1838 2812
 42 87 1939 1998
 43 23 2977 3036
 44 109 2383 2442
 45 152 2365 2424
 46 141 2517 2576
 47 74 2521 2580
 48 31 2251 2310
 49 53 521 694
 50 142 1532 1889
 51 13 3206 3265
 52 62 2003 2062
 53 48 1951 2010
 54 143 2172 2248
 55 84 2519 2578
 56 74 3359 3418
 57 52 2909 3293
 58 15 366 425
 59 54 404 463
 60 58 528 587
 61 60 794 853
 62 15 2138 2958
 63 18 2317 2711
 64 28 1907 1966
 65 71 2098 3406
 66 40 1919 2012
 67 48 3119 3193
 68 91 2357 3344
 69 9 3446 3505
 70 42 3382 3441
 71 82 2708 2810
 72 78 2795 2854
 73 19 3321 3380
 74 104 2729 2997
 75 80 2922 3007
 76 18 3104 3163
 77 93 3148 3207
 78 54 1460 2086
 79 16 3110 3169
 80 52 1674 2853
 81 59 3283 3342
 82 18 2897 2956
 83 48 2934 2993
 84 43 3085 3237
 85 95 2769 2828
 86 30 2697 2756
 87 25 2502 2561
 88 57 1594 2132
 89 14 1478 1537
 90 113 2293 3016
 91 35 3168 3227
 92 27 2630 2689
 93 34 2427 2486
 94 70 1540 1599
 95 74 1439 1498
 96 87 1413 1472
 97 17 3034 3093
 98 80 3421 3480
 99 67 3049 3315
 100 108 1729 3332
 101 112 1973 2085
 102 99 1772 1831
 103 48 2033 2112
 104 29 1903 1962
 105 39 2278 2337
 106 103 1943 2051
 107 174 2103 2162
 108 31 2438 2497
 109 69 2190 2249
 110 22 2658 2717
 111 69 2228 2337
 112 92 2383 2442
 113 72 2750 2809
 114 33 2850 2909
 115 20 3051 3110
 116 59 2692 2810
 117 14 3007 3066
 118 125 2813 2937
 119 103 2889 3137
 120 101 2878 2965
 121 58 2915 2974
 122 27 2979 3038
 123 13 3433 3492
 124 87 2995 3169
 125 67 2982 3041
 126 120 3135 3320
 127 76 3241 3300
 128 121 3215 3376
 129 99 3274 3388
 130 60 3428 3487
 131 30 2310 2369
 132 39 2606 2665
 133 42 2984 3043
 134 75 1826 1885
 135 33 3117 3176
 136 113 3058 3117
 137 89 2869 2928
 138 72 3247 3306
 139 28 3342 3401
 140 176 2697 2903
 141 57 3285 3344
 142 54 3138 3197
 143 94 3110 3169
 144 20 2758 2817
 145 51 2933 2992
 146 102 1164 2650
 147 71 3456 3515
 148 82 2655 2714
 149 60 2737 3116
 150 91 3171 3230
 151 32 1540 1599
 152 77 3418 3477
 153 38 2228 2287
 154 31 2673 2732
 155 89 3224 3283
 156 55 242 301
 157 59 1070 1129
 158 34 1999 2058
 159 79 1924 1983
 160 87 1826 1885
 161 148 2315 2374
 162 63 2407 2632
 163 130 2384 2443
 164 106 2814 2873
 165 57 1935 1994
 166 17 2332 2887
 167 33 3265 3324
 168 28 2914 2973
 169 12 3213 3272
 170 63 2211 2270
 171 45 1862 1921
 172 49 394 453
 173 82 2147 2206
 174 88 1803 1953
 175 21 3462 3521
 176 205 2311 3067
 177 188 2417 3333
 178 66 2704 2763
 179 10 3455 3514
 180 22 1960 2019
 181 50 2189 2398
 182 34 3314 3373
 183 73 1365 2279
 184 91 2519 2578
 185 18 2791 2850
 186 72 2130 3290
 187 16 1058 1117
 188 62 1738 2424
 189 75 2081 3101
 190 12 2942 3001
 191 77 1618 1707
 192 86 1589 1648
 193 87 2716 2822
 194 85 2562 3232
 195 77 3060 3146
 196 70 2948 3149
 197 44 3197 3256
 198 80 3106 3293
 199 24 3344 3403
 200 56 1159 1218
 201 89 2780 2839
 202 35 3026 3085
 203 48 2645 2704
 204 33 3092 3151
 205 27 3098 3157
 206 34 2349 2408
 207 88 1923 3256
 208 28 1932 1991
 209 60 2149 2208
 210 91 3077 3136
 211 66 3197 3455
 212 91 1471 2266
 213 110 1827 1963
 214 70 2113 2172
 215 81 2032 2091
 216 32 3370 3429
 217 11 2026 2085
 218 161 1730 1789
 219 73 57 116
 220 139 2972 3031
 221 81 498 557
 222 19 2784 2843
 223 55 2217 3221
 224 27 2162 2221
 225 88 2678 2737
 226 32 2335 2394
 227 14 2389 2448
 228 44 1846 3275
 229 45 1449 3405
 230 76 1513 1572
 231 26 1967 2026
 232 90 1932 1991
 233 108 2256 2334
 234 25 2915 2974
 235 14 3071 3130
 236 31 2254 2313
 237 63 2444 2503
 238 83 2413 2472
 239 107 1435 2867
 240 59 2340 2438
 241 54 3084 3143
 242 13 2593 2652
 243 23 2324 2383
 244 56 2609 2668
 245 59 2518 2577
 246 75 1600 2216
 247 80 1958 2017
 248 48 3368 3427
 249 28 3255 3314
 250 50 2372 2583
 251 67 2287 2794
 252 49 2364 2423
 253 20 3356 3475
 254 23 3361 3420
 255 40 2967 3026
 256 52 3096 3155
 257 8 2280 2339
 258 100 1543 3107
 259 76 2866 2925
 260 49 1675 1734
 261 15 3401 3460
 262 46 1890 1949
 263 28 2475 2534
 264 100 2016 2674
 265 42 2041 2100
 266 67 2487 2546
 267 53 3155 3448
 268 89 2330 3324
 269 54 3027 3086
 270 60 2577 2636
 271 39 2342 2401
 272 25 3298 3357
 273 15 3134 3446
 274 44 1492 1738
 275 25 2766 2825
 276 79 2138 3413
 277 80 740 799
 278 141 89 545
 279 30 2289 2348
 280 103 3181 3314
 281 22 1901 1960
 282 82 1503 1651
 283 48 3150 3209
 284 80 1596 1697
 285 65 2896 2955
 286 91 2438 2497
 287 28 1572 1631
 288 66 2005 2064
 289 148 172 231
 290 99 2031 2730
 291 98 3390 3449
 292 16 3201 3260
 293 81 1281 2574
 294 28 2982 3041
 295 53 1839 1949
 296 89 3086 3145
 297 38 2153 2212
 298 37 2327 2386
 299 46 3186 3245
 300 30 2383 2442
 301 24 3344 3403
 302 51 3081 3140
 303 46 3416 3475
 304 38 3010 3069
 305 57 1531 3198
 306 73 2537 2596
 307 19 2778 2837
 308 50 1882 1941
 309 27 2200 2259
 310 53 1149 3247
 311 97 2496 2555
 312 55 979 1038
 313 26 3323 3382
 314 15 3406 3465
 315 22 3384 3443
 316 32 2347 2406
 317 30 3125 3184
 318 54 3132 3191
 319 82 3262 3321
 320 96 2379 2438
 321 76 1875 1934
 322 167 777 2532
 323 48 294 765
 324 26 2743 2802
 325 31 2164 2223
 326 29 1776 1835
 327 48 1647 2333
 328 38 1422 1481
 329 241 2850 3061
 330 84 109 168
 331 72 1653 1712
 332 88 1 60
 333 31 180 242
 334 40 104 163
 335 9 167 226
 336 45 1285 1344
 337 10 1513 1572
 338 26 1620 1679
 339 20 2458 2517
 340 45 1817 2757
 341 64 1612 1671
 342 20 2914 2973
 343 13 2327 2685
 344 29 1252 1311
 345 72 1074 1133
 346 50 447 782
